tag,Temp_amb,Transparencia,Temp_agua,Oxidacion,Conductividad,pH,Sulfuros,pH_CEA,OD,Hierro,DQO,DBO,Colif_Fecales,Colif_Totales,SST,Alc_Total,Cl-Total,Conductividad,Dureza,Fl,P_Total,Nitratos,Nitritos,N_total,SDT,SS,Solidos_Totales,Sulfatos,Al,As,Ba,Cu,Mn,Pb,Na,Zn,Turbiedad,Año,Mes,Est
03-nov-16,22,0.1,19.42,6.3,0.698,7.71,,9.43,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,3
04-nov-16,25,0.15,19.97,8.8,0.7,7.75,,9.33,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,4
05-nov-16,24,0.15,20,10.5,0.696,7.66,,9.39,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,5
01-dic-16,26.5,0.15,20.9,14,0.205,7.5,2.73,9.01,,0.098,173.28,22.74,110000,110000,17,364.7,56.2,759,158.38,0.78,1.48,0.1,0.022,9.95,590,0.1,607,10,0.0121,0.003,0.1781,0.05,0.088,0.0036,102.7,0.02,45,16,12,1
02-dic-16,21,0.15,20.11,5.5,0.703,7.28,2.13,9.24,,0.05,168.13,33.3,90,430,35,358.86,58.47,7.46,169.74,0.83,1.34,0.1,0.022,10.75,555,0.1,590,10,0.01,0,0.2196,0.05,0.064,0.0025,103.2,0.02,70,16,12,2
03-dic-16,19,0.15,20.42,10.3,0.704,7.35,1.91,9.27,,0.05,187.02,30.78,40,90,7,372.67,59.88,753,167.74,0.76,1.32,0.1,0.022,7.01,586,0.1,586,10,0.01,0.0027,0.181,0.05,0.053,0.0025,103.1,0.02,70,16,12,3
04-dic-16,23,0.15,20.38,11.08,0.7,7.43,1.51,9.29,,0.05,191.31,29.04,90,230,7,369.1,56.86,757,164.15,0.77,1.42,0.1,0.022,9.56,586,0.1,593,10,0.01,0.0026,0.198,0.05,0.051,0.0025,102.8,0.02,60,16,12,4
05-dic-16,24,0.15,21.36,13,0.707,7.43,0.85,9.3,,0.05,180.15,31.02,90,90,18,371.62,58.18,7.41,159.57,0.73,1.22,0.1,0.022,7.58,561,0.1,579,10,0.01,0.0025,0.148,0.05,0.051,0.0025,103.4,0.02,60,16,12,5
01-ene-17,21,0.15,19.22,8.7,0.227,7.51,3.12,9.13,,0.108,157.32,17.13,2400,11000,40,368.23,60.46,758,166.11,0.62,1.47,0.1,0,10.24,584,0.1,624,10,0.2592,0.0025,0.1827,0.05,0.073,0.0036,108.72,0.02,50,17,1,1
02-ene-17,16,0.15,18.1,8.6,0.789,7.27,2.42,9.35,,0.095,147.12,18.3,430,930,27,368.63,60.83,762,173.37,0.98,1.45,0.1,0.022,10.92,604,0.1,631,10,0.2692,0.0025,0.1915,0.05,0.06,0.0025,110.36,0.02,60,17,1,2
03-ene-17,16,0.15,17.89,9.1,0.727,7.46,2.76,9.33,,0.112,156.45,16.59,750,4600,52,374.86,63.71,767,170.87,0.63,1.43,0.1,0.022,8.26,584,0.1,636,10,0.2219,0.0025,0.1721,0.05,0.055,0.0037,109.36,0.02,70,17,1,3
04-ene-17,19,0.15,17.75,7.5,0.73,7.55,2.34,9.25,,0.096,163.45,15.69,230,930,49,370.44,62.47,766,167.68,0.62,1.34,0.1,0.022,10.18,580,0.1,629,10,0.1503,0.0025,0.1349,0.05,0.055,0.0025,110.17,0.02,70,17,1,4
05-ene-17,20,0.15,17.99,10.3,0.726,7.57,3.18,9.34,,0.14,181.81,18.66,230,930,44,371.25,60.97,768,175.72,0.99,1.26,0.1,0.022,10.69,579,0.1,623,10,0.196,0.0025,0.149,0.05,0.053,0.0025,111.71,0.02,60,17,1,5
01-feb-17,25,0.15,20.03,6,0.751,7.43,2.82,7.54,,0.188,153.47,14.46,2400,24000,56,366.08,63.84,837,167.19,0.66,2.53,0.1,0.022,10.29,628,0.1,684,10,0.3603,0.0025,0.1776,0.05,0.091,0.0027,121.4,0.02,60,17,2,1
02-feb-17,20.5,0.15,18.17,3.04,0.757,7.45,2.62,7.37,,0.05,175.28,17.82,3,930,63,357.21,67.22,914,164.65,0.84,1.36,0.1,0.022,13.63,621,0.1,684,10,0.1917,0.0025,0.181,0.05,0.059,0.0041,121.56,0.02,70,17,2,2
03-feb-17,23,0.15,18.34,3.9,0.754,7.41,3.08,7.28,,0.052,143.28,30.6,70,210,65,363.26,65.13,923,166.22,0.84,1.36,0.1,0.022,8.43,613,0.1,678,10,0.1516,0.0025,0.1517,0.05,0.05,0.0025,120.7,0.02,70,17,2,3
04-feb-17,23,0.15,21.73,12.87,0.743,7.39,2.96,7.42,,0.05,157.72,15.36,1500,4600,57,368.1,64.03,854,166.61,0.84,1.39,0.1,0.022,9.67,586,0.1,643,10,0.1987,0.0025,0.1943,0.05,0.062,0.0025,120.88,0.02,65,17,2,4
05-feb-17,25,0.15,20.64,10.3,0.75,7.5,3.08,7.59,,0.05,183.2,21.81,90,930,65,365.28,66.98,917,163.68,0.76,1.41,0.1,0.022,7.92,621,0.1,686,10,0.2005,0.0025,0.1776,0.05,0.05,0.0025,120.43,0.02,65,17,2,5
01-mar-17,26,0.13,22.83,8.7,0.783,7.95,2.98,9.1,,1.671,108.46,19.11,11000,11000,75,403.6,62.66,788,181.38,0.65,1.66,0.1,0.022,10.41,600,0.1,675,10,0.5137,0.0025,0.1821,0.05,0.076,0.0025,129.72,0.02,90,17,3,1
02-mar-17,22,0.13,19.81,3.16,0.78,7.62,2.55,9.43,,0.111,110.72,20.19,430,430,27,391.5,63.98,776,176.68,0.73,1.36,0.1,0.022,9.05,624,0.1,651,10,0.2104,0.0025,0.1807,0.05,0.05,0.0025,129.23,0.02,70,17,3,2
03-mar-17,23,0.13,21.06,5,0.78,7.95,3.24,9.43,,0.057,98.86,23.34,430,2400,40,387.26,64.78,783,182.76,0.79,1.38,0.1,0.022,10,679,0.1,719,10,0.1414,0.0025,0.1551,0.05,0.05,0.0025,130.48,0.02,80,17,3,3
04-mar-17,23,0.13,22.23,3.74,0.776,7.99,3.47,9.4,,0.055,120.35,27.3,2400,4600,55,397.95,63.76,790,188.04,0.76,1.42,0.1,0.022,7.94,614,0.1,669,10,0.1363,0.0025,0.145,0.05,0.05,0.0025,127.8,0.02,70,17,3,4
05-mar-17,25,0.13,23,7.32,0.777,7.87,3.67,9.53,,0.133,122.33,23.58,1500,4600,18,388.88,61.62,793,186.87,2.97,1.28,0.1,0.022,10,646,0.1,664,10,0.3008,0.0025,0.1718,0.05,0.05,0.0025,130.3,0.02,70,17,3,5
01-abr-17,27,0.1,21.03,3.65,0.809,7.28,3.99,9.21,,0.201,162.76,18.81,430,2400,82,399.05,65.2,917,208.04,0.82,1.4,0.1,0.022,8.88,658,0.1,740,10,0.3424,0.0025,0.1469,0,0.067,0.0025,140.27,0.048,80,17,4,1
02-abr-17,18,0.1,20.12,5.4,0.787,7.55,4.58,9.36,,0.061,164.16,17.1,40,630,80,398.09,67.04,908,200.78,0.79,1.3,0.1,0.022,10.23,651,0.1,731,10,0.1735,0.0029,0.1426,0.05,0.054,0.0025,136.79,0.034,70,17,4,2
03-abr-17,23,0.11,20.36,4.47,0.805,7.21,4.16,9.36,,0.056,166.69,18.96,40,430,95,401.75,66.9,923,208.82,0.81,1.26,0.1,0.022,8.7,681,0.1,776,10,0.1446,0.0038,0.1315,0.05,0.051,0.0025,132.18,0.051,70,17,4,3
04-abr-17,24,0.1,20.88,5.69,0.807,7.25,4.83,9.34,,0.064,172.01,17.4,40,430,89,393.27,68.21,919,191.77,0.81,1.25,0.1,0.022,7.29,631,0.1,720,10,0.1657,0.0025,0.1359,0.05,0.05,0.0025,133,0.056,70,17,4,4
05-abr-17,25,0.1,20.96,6.2,0.808,7.28,5.09,9.38,,0.065,166.69,16.86,90,430,78,388.27,66.47,924,210,0.82,1.26,0.1,0.022,8.23,649,0.1,727,10,0.1571,0.0025,0.129,0.05,0.052,0.0025,139.6,0.054,80,17,4,5
01-may-17,27,0.12,24.17,7.83,0.853,7.85,1.99,9.15,,0.166,167.81,13.05,4300,9300,92,413.03,77.28,947,204.9,0.94,1.83,0.5,0.022,11.35,623,0.1,715,10,0.373,0.0025,0.1899,0.05,0.06,0.0025,136.2,0.02,90,17,5,1
02-may-17,23,0.12,23.5,7.14,0.845,7.38,1.79,8.93,,0.088,154.07,7.02,430,930,72,425.99,75.78,875,192.16,0.92,1.62,0.5,0.022,9.47,654,0.1,726,10,0.2043,0.0025,0.1552,0.05,0.05,0.0025,139.65,0.04,90,17,5,2
03-may-17,25,0.15,24.2,6.3,0.853,7.72,1.85,9.22,,0.074,148.75,12,230,430,82,422.26,75.87,896,190.2,0.97,1.57,0.5,0.022,9.97,671,0.1,753,10,0.2481,0.0025,0.1746,0.05,0.05,0.0025,138.15,0.154,100,17,5,3
04-may-17,25,0.15,24.12,7.6,0.852,7.77,1.59,9.22,,0.123,171.17,13.08,430,930,82,412.44,76.75,947,198.24,0.96,1.55,0.5,0.022,10.29,667,0.1,749,10,0.355,0.0025,0.1918,0.05,0.05,0.0051,140.01,0.074,90,17,5,4
05-may-17,25,0.12,25.75,11.8,0.85,7.78,1.63,9.14,,0.134,160.24,12.33,930,2400,86,441.31,78.6,941,205.1,0.98,1.36,0.5,0.022,10.47,667,0.1,753,10,0.2565,0.0025,0.1432,0.05,0.05,0.0025,139.78,0.064,80,17,5,5
01-jun-17,24,0.12,24.22,3.39,0.88,7.75,2.38,9.2,,0.342,282.28,16.89,46000,46000,108,428.27,77.38,945,,0.98,1.79,0.1,0.022,14.76,653,0.1,761,10,0.5867,0.0025,0.1758,0.05,0.053,0.0025,125.8,0.031,100,17,6,1
02-jun-17,24,0.08,26.36,2.7,0.868,7.74,2.78,9.08,,0.102,309.34,14.43,430,930,106,425.7,75.58,947,185.62,1.14,1.52,0.1,0.022,11.47,664,0.1,767,10,0.2035,0.0034,0.1512,0.05,0.05,0.0025,126.88,0.029,90,17,6,2
03-jun-17,23,0.1,25.19,3.26,0.877,7.73,1.62,8.4,,0.114,265.34,12.48,930,930,88,473.78,79.72,938,176.04,0.99,1.55,0.1,0.022,11.82,669,0.1,757,10,0.1921,0.0025,0.1551,0.05,0.05,0.0025,130.18,0.075,80,17,6,3
04-jun-17,23,0.1,24.09,2.42,0.879,7.73,2.24,9.18,,0.087,254.97,12.09,930,2400,88,435.8,77.24,947,177.19,1.16,1.63,0.1,0.022,11.11,661,0.1,749,10,0.1496,0.0026,0.1575,0.05,0.05,0.0025,127.49,0.037,70,17,6,4
05-jun-17,23,0.1,24.37,2.13,0.88,7.73,1.76,9.16,,0.127,254.41,10.41,2400,4600,94,436.19,77.43,946,184.28,1.12,1.56,0.1,0.022,11.64,670,0.1,764,10,0.206,0.0026,0.1681,0.05,0.05,0.0025,128.34,0.04,95,17,6,5
01-jul-17,26,0.1,24.56,6.51,0.848,7.47,3.77,9.18,,0.147,212.72,31.98,24000,46000,87,417.25,68.23,945,173.87,0.73,2,0.1,0.022,12.52,636,0.1,723,10,0.1949,0.0025,0.1561,0.05,0.054,0.0025,137.25,0.02,65,17,7,1
02-jul-17,23,0.1,25.17,1.76,0.814,7.21,3.94,9.48,,0.1,223.87,11.22,930,1500,107,408.71,71.61,963,178.85,0.81,1.61,0.1,0.022,10.17,615,0.1,722,10,0.0829,0.0025,0.1376,0.05,0.05,0.0025,141.67,0.02,100,17,7,2
03-jul-17,24,0.08,24.57,5.58,0.845,7.39,3.98,9.46,,0.081,209.58,13.92,930,1500,108,422.8,74.61,960,180.64,0.84,1.56,0.1,0.022,9.35,615,0.1,723,10,0.1012,0.0025,0.1653,0.05,0.05,0.0025,143.29,0.02,100,17,7,3
04-jul-17,24,0.1,22.78,3.36,0.851,7.44,4.31,9.36,,0.141,228.45,16.8,930,930,136,430.94,72.97,960,180.84,0.83,1.62,0.1,0.022,20.11,557,0.1,693,10,0.1365,0.0025,0.151,0.05,0.05,0.0025,143.75,0.02,110,17,7,4
05-jul-17,25,0.1,24.14,8.74,0.846,7.45,4.06,9.3,,0.087,190.71,12.21,930,930,97,427.37,73.53,963,183.42,0.81,1.48,0.1,0.022,11.82,616,0.1,713,10,0.1523,0.0025,0.1655,0.05,0.05,0.0025,140.77,0.02,95,17,7,5
01-ago-17,24,0.2,26.19,6.68,0.859,7.66,,8.18,,0.257,157.54,26.64,460000,460000,52,397.93,65.58,963,164.33,0.77,2,0.1,0.022,11.77,612,0.1,664,10,0.3147,0.0025,0.1985,0.05,0.141,0.0025,129.21,0.02,22,17,8,1
02-ago-17,,,,,,,,9.01,,0.151,154.4,27.36,9300,9300,60,403.84,72.28,956,179.76,0.86,1.46,0.1,0.022,8.21,633,0.1,693,10,0.2507,0.0025,0.202,0.05,0.081,0.0025,147.06,0.193,40,17,8,2
03-ago-17,24,0.2,26.1,1.87,0.878,7.54,,8.9,,0.082,155.25,28.38,930,1500,42,408.17,70.25,972,188.58,0.88,1.54,0.1,0.022,9.93,646,0.1,688,10,0.0487,0.0025,0.1344,0.05,0.083,0.0025,140.01,0.056,32,17,8,3
04-ago-17,24,0.2,26.16,5.65,0.873,7.61,,8.79,,0.062,150.11,30.84,930,1500,40,406.2,70.67,974,178.76,0.86,1.59,0.1,0.022,11.19,717,0.1,757,10,0.045,0.0025,0.1322,0.05,0.084,0.0025,141.48,0.059,30,17,8,4
05-ago-17,24,0.15,25.61,3.7,0.864,7.42,,8.94,,0.07,149.25,25.08,2400,4600,44,409.4,72.18,968,189.58,0.87,1.45,0.1,0.022,7.92,666,0.1,710,10,0.0378,0.0025,0.1272,0.05,0.065,0.0028,131.57,0.028,38,17,8,5
01-sep-17,24,0.15,24,4.2,0.802,7.56,3.29,8.93,6.22,0.271,175.55,22.11,46000,46000,102,363.13,60.74,886.2,173.3,0.72,1.57,0.1,0.478,9.49,554,0.1,656,10,0.4455,0.0039,0.1538,0.05,0.061,0.0025,79.8,0.04,45,17,9,1
02-sep-17,25,0.15,23.36,3.58,0.782,7.24,4.47,9.29,8.84,0.151,156.68,22.86,930,1500,85,364.95,63.5,902.2,201.99,0.67,1.37,0.1,0.089,8.58,565,0.1,650,10,0.2873,0.0042,0.199,0.05,0.05,0.0025,107.4,0.02,50,17,9,2
03-sep-17,25,0.15,23.5,5.1,0.8,7.42,3.87,9.3,9.99,0.074,183.56,22.47,230,430,87,380.73,63.87,905.5,170.12,0.87,1.53,0.1,0.163,8.31,572,0.1,659,10,0.0922,0.0038,0.1409,0.05,0.05,0.0025,109.5,0.034,65,17,9,3
04-sep-17,24,0.15,23.7,7.8,0.8,7.49,,9.17,8.6,0.106,150.39,21.69,230,430,82,371.83,63.92,903.7,177.49,3.03,1.47,0.1,0.366,9.32,562,0.1,644,10,0.1952,0.0037,0.1659,0.05,0.05,0.0025,106.7,0.091,55,17,9,4
05-sep-17,24,0.15,24.19,6.92,0.797,7.54,7.03,9.28,10.45,0.08,154.68,23.34,230,430,87,388.42,63.55,906,186.45,0.73,1.63,0.1,0.2,9.38,559,0.1,646,10,0.2145,0.0041,0.198,0.05,0.05,0.0038,110.7,0.02,55,17,9,5
01-oct-17,27,0.15,23.32,7.2,0.794,7.49,5.88,9.54,15.02,0.092,160.61,20.31,4600,11000,72,360.76,67.14,882,168.77,0.88,1.62,0.1,0.022,8.443,603,0.1,675,10,0.1105,0.0132,0.1327,0.05,0.05,0.0025,107.5,0.02,60,17,10,1
02-oct-17,24,0.15,22.57,7.03,0.786,7.4,5.65,9.43,8.11,0.079,159.45,18.36,430,430,63,372.06,68.11,884,174.65,1.92,1.53,0.1,0.022,6.31,577,0.1,640,10,0.1417,0.013,0.1643,0.05,0.05,0.0025,108.2,0.026,55,17,10,2
03-oct-17,24,0.15,21.71,3.66,0.791,7.44,5.96,9.49,10.98,0.075,153.63,21.15,430,930,80,368.55,65.48,889,170.54,1.41,1.54,0.1,0.022,7.58,585,0.1,665,10,0.0738,0.0129,0.134,0.05,0.05,0.0025,108.2,0.035,65,17,10,3
04-oct-17,25,0.14,21.91,5.61,0.794,7.48,6.39,9.44,8.4,0.062,143.17,17.85,430,430,60,358.81,66.91,890,172.1,4.04,1.48,0.1,0.022,6.77,604,0.1,664,10,0.1038,0.0128,0.1486,0.05,0.05,0.0025,107.2,0.02,50,17,10,4
05-oct-17,27,0.15,23.58,6.28,0.795,7.49,7.41,9.49,11.53,0.118,205.67,18.24,230,430,57,377.91,67.42,894,165.83,3.32,1.54,0.1,0.022,8.26,608,0.1,665,10,0.1673,0.0148,0.1524,0.05,0.05,0.0025,109.5,0.02,50,17,10,5
01-nov-17,22,0.1,19.5,8.7,0.809,7.46,6.83,9.4,10.34,0.175,153.63,23.43,9300,24000,60,400.9,66.3,780,190.17,1.81,1.69,0.1,0.022,7.45,616,0.1,676,11.08,0.1908,0.0025,0.1612,0.05,0.067,0.0025,112.7,0.02,60,17,11,1
02-nov-17,21,0.08,19.84,8.7,0.804,7.31,2.91,9.58,12.72,0.05,138.23,13.71,90,230,69,392.97,70.38,781.2,187.98,1.25,1.7,0.1,0.022,7.74,629,0.1,698,10,0.1961,0.0025,0.1611,0.05,0.05,0.0025,109.5,0.02,60,17,11,2
03-nov-17,21,0.12,19.55,7.6,0.806,7.42,2.79,9.34,12.11,0.069,159.74,14.4,930,2400,71,405.38,67.84,794.8,187.58,3.94,1.82,0.1,0.022,10.02,637,0.1,708,10.82,0.1069,0.0025,0.1481,0.05,0.062,0.0025,109.1,0.029,65,17,11,3
04-nov-17,23,0.12,19.64,6.8,0.811,7.49,2.6,9.56,11.88,0.053,230.67,11.46,250,430,58,398.05,68.67,780.3,192.16,0.92,1.75,0.1,0.022,7.74,634,0.1,692,10,0.1276,0.0025,0.1411,0.05,0.05,0.0025,110,0.02,65,17,11,4
05-nov-17,23,0.14,19.21,7.59,0.805,7.5,2.35,9.56,11.99,0.056,167.3,12.57,230,430,67,398.66,71.3,765.9,189.57,1.39,1.72,0.1,0.022,17.82,620,0.1,687,10,0.1596,0.0025,0.1686,0.05,0.051,0.0025,111.4,0.098,70,17,11,5
01-dic-17,21,0.1,17,7,0.815,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,1
02-dic-17,15,0.12,16.14,6.59,0.812,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,2
03-dic-17,17,0.12,16.51,6.44,0.817,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,3
04-dic-17,20,0.15,16.92,8.27,0.815,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,4
05-dic-17,21,0.12,17.08,6.4,0.836,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,5
01-ene-18,19,0.1,18.19,5.7,0.842,7.42,2.3,9.2,6.09,0.093,195.19,13.71,24000,24000,55,404.2,69.43,929.4,191.49,1.25,1.8,0.1,0.01,10.31,647,0.1,702,10,0.1936,0.0025,0.1972,0.05,0.066,0.0025,109.4,0.02,70,18,1,1
02-ene-18,16,0.12,18.8,4.71,0.828,7.29,2.56,9.3,5.74,0.086,224.65,10.47,430,930,67,412.69,72.03,931.8,182.67,1.23,1.61,0.1,0.01,8.33,626,0.1,693,10.25,0.1613,0.0025,0.1705,0.05,0.05,0.0025,110.5,0.06,70,18,1,2
03-ene-18,17,0.1,17.8,5.9,0.839,7.39,1.98,9.3,8.1,0.082,203.44,11.28,430,930,67,404.61,70.86,931.6,184.2,1.4,1.6,0.1,0.01,12.75,624,0.1,691,10,0.138,0.0025,0.17,0.05,0.05,0.0025,110.3,0.02,70,18,1,3
04-ene-18,18,0.12,17.65,8.83,0.84,7.4,3.1,9.3,6.89,0.074,234.08,13.05,750,1500,65,406.63,70.06,932.4,190.91,1.43,1.67,0.1,0.01,8.68,603,0.1,668,10.54,0.1779,0.0025,0.1803,0.05,0.05,0.0025,109.7,0.025,70,18,1,4
05-ene-18,17,0.15,17.85,7,0.84,7.43,2.36,9.3,7.6,0.078,222.59,12.84,750,1500,47,418.75,71.9,931.6,195.13,1.46,1.6,0.1,0.01,14.21,662,0.1,709,11.58,0.1551,0.0025,0.1886,0.05,0.05,0.0025,109.3,0.039,80,18,1,5
01-feb-18,26,0.1,20.62,7.13,0.863,7.52,6.53,9.2,7.08,0.279,233.49,15.15,24000,24000,50,414.51,68.88,979.7,182.32,0.88,1.84,0.1,0.01,13.69,669,0.1,719,10,0.2718,0.0025,0.2297,0.05,0.069,0.0025,113,0.025,90,18,2,1
02-feb-18,21,0.1,18.28,4.03,0.857,7.18,4.45,9.4,12.1,0.143,217.29,13.89,90,230,87,418.95,72.33,971.6,187.62,0.93,1.59,0.1,0.01,10.95,652,0.1,739,10,0.2144,0.0025,0.211,0.05,0.05,0.0025,112.8,0.059,80,18,2,2
03-feb-18,21,0.1,19.9,5.79,0.856,7.42,4.31,9.3,12.76,0.104,229.07,15.06,90,150,82,421.58,69.46,972.4,194.89,0.87,1.58,0.1,0.01,9.67,643,0.1,725,10,0.1424,0.0025,0.1745,0.05,0.05,0.0025,113.7,0.038,80,18,2,3
04-feb-18,22,0.1,21.8,7.2,0.867,7.48,5.77,9.3,6.68,0.095,218.17,12.75,90,210,75,410.06,70.72,980.5,181.54,0.94,1.61,0.1,0.01,18.81,646,0.1,721,10,0.1182,0.0025,0.1652,0.05,0.05,0.0025,114.6,0.03,90,18,2,4
05-feb-18,26,0.12,20.3,10.12,0.86,7.53,5.16,9.4,11.87,0.091,217.29,17.58,150,150,92,420.97,71.97,971.1,187.23,0.99,1.52,0.1,0.01,8.79,625,0.1,717,10,0.2262,0.0025,0.2074,0.05,0.05,0.0025,112.7,0.027,70,18,2,5
01-mar-18,27,0.1,22.21,8.8,0.884,7.54,2.48,9.3,8.16,0.109,215.52,14.67,15000,46000,67,431.04,75.8,913.2,213.44,0.96,1.7,0.1,0.01,10.66,692,0.1,759,10,0.0693,0.006,0.1243,0.05,0.055,0.0025,113.4,0.026,70,18,3,1
02-mar-18,24,0.1,19.64,6.78,0.878,7.57,2.26,9.6,16.62,0.066,240.27,22.35,230,2400,67,451.83,78.36,971.5,208.64,0.9,1.56,0.1,0.01,12.23,689,0.1,756,10,0.0344,0.0058,0.1139,0.05,0.05,0.0025,113,0.02,80,18,3,2
03-mar-18,24,0.1,19.67,3.7,0.889,7.42,2.46,9.4,,0.105,222.59,15.51,230,4600,70,444.56,77.15,980.6,204.45,0.91,1.52,0.1,0.01,10.02,686,0.1,756,10,0.0504,0.006,0.1179,0.05,0.05,0.0025,111.3,0.026,70,18,3,3
04-mar-18,24,0.12,21.34,6.2,0.888,7.48,2.99,9.4,10.59,0.085,246.46,15.45,150,430,30,420.75,77.38,905.4,201.26,0.92,1.6,0.1,0.01,9.43,687,0.1,717,10,0.0485,0.0064,0.1181,0.05,0.05,0.0025,110.9,0.02,75,18,3,4
05-mar-18,25,0.12,20.79,6.72,0.887,7.52,2.09,9.4,7.42,0.102,234.38,15.48,430,930,25,425.8,7.24,910.8,208.04,1.22,1.54,0.1,0.01,14.33,707,0.1,732,10,0.0795,0.0064,0.1176,0.05,0.05,0.0025,112.2,0.02,80,18,3,5
01-abr-18,25,0.1,22.61,3.45,0.938,7.56,3.28,7.4,5.72,0.188,214.55,14.76,2400,4600,82,474.65,77.03,1036,199.93,0.88,1.64,0.1,0.01,10.72,701,0.1,783,10,0.2623,0.0025,0.2557,0.05,0.055,0.0025,117.1,0.02,85,18,4,1
02-abr-18,23,0.08,20,2.3,0.921,7.28,2.07,8.7,10.15,0.116,234.31,19.05,150,2400,65,471.97,80.63,1132,202.48,0.83,1.31,0.1,0.01,19.8,722,0.1,787,10,0.2072,0.0025,0.1688,0.05,0.05,0.0025,118.6,0.02,85,18,4,2
03-abr-18,23,0.08,21.73,6.44,0.934,7.4,2.03,9,8.55,0.08,228.66,18.93,70,430,87,470.11,81.7,1017,196,0.88,1.39,0.1,0.01,9.61,697,0.1,784,10,0.1207,0.0025,0.1632,0.05,0.05,0.0025,125.3,0.02,100,18,4,3
04-abr-18,23,0.1,22.5,3.6,0.93,7.48,1.48,8.1,7.9,0.208,214.83,18.06,40,90,97,476.09,78.2,1010,221.51,0.85,1.47,0.1,0.01,12.29,675,0.1,772,10,0.0435,0.0025,0.1206,0.05,0.05,0.0025,128.5,0.02,100,18,4,4
05-abr-18,24,0.1,22.07,6.2,0.941,7.56,1.42,8.8,6.36,0.149,226.97,19.32,2400,2400,107,455.89,78.81,1007,202.28,1.97,1.29,0.1,0.01,10.13,665,0.1,772,10,0.2214,0.0025,0.1395,0.05,0.05,0.0025,126.9,0.02,100,18,4,5
01-may-18,28,0.1,24.94,4.7,0.985,7.46,1.8,9.5,7.42,0.057,240.8,22.74,1500,4600,95,442,82.59,1063,202.8,0.93,1.8,0.1,0.01,10.66,704,0.1,799,10,0.1588,0.0025,0.1653,0.05,0.05,0.0025,127.6,0.02,100,18,5,1
02-may-18,28,0.1,23.8,3.44,0.92,7.51,1.96,9.6,5.49,0.051,231.2,21,930,930,89,449.4,82.45,1072,202.6,1.49,1.65,0.1,0.01,14.73,708,0.1,797,10,0.1074,0.0025,0.1434,0.05,0.05,0.0025,126.2,0.039,100,18,5,2
03-may-18,27,0.1,23.17,2.77,0.947,7.47,2.08,9.7,13.78,0.05,263.66,26.52,90,430,94,446.6,85.01,1052,193.4,0.97,1.57,0.1,0.01,10.25,700,0.1,794,10,0.1602,0.0025,0.1343,0.05,0.05,0.0025,127.4,0.023,100,18,5,3
04-may-18,27,0.1,24.69,4.25,0.97,7.44,1.68,9.6,13.02,0.05,253.78,21.54,90,230,90,441.8,83.55,1058,193,0.93,1.54,0.1,0.01,24.87,707,0.1,797,10,0.1278,0.0025,0.146,0.05,0.05,0.0025,129.7,0.02,90,18,5,4
05-may-18,27,0.1,24.35,5.32,0.943,7.47,1.76,9.6,9.61,0.05,242.21,21.18,90,230,80,440.2,83.23,1056,194.8,0.91,1.64,0.1,0.01,10.54,719,0.1,799,10,0.1527,0.0025,0.1677,0.05,0.05,0.0025,127,0.036,90,18,5,5
01-jun-18,24,0.1,23.95,4.6,0.956,7.38,0.29,9.2,8.5,0.145,231.2,20.31,11000,11000,88,431.38,82.77,1036,187.62,0.79,1.67,0.1,0.01,22.05,673,0.1,761,10,0.3902,0.0075,0.1889,0.05,0.15,0.0025,126.4,0.03,100,18,6,1
02-jun-18,25,0.1,22.58,3.77,0.927,7.35,0.65,9.4,10.9,0.124,258.3,19.53,430,930,117,444.67,86.26,1072,209.38,0.82,1.52,0.1,0.01,10.17,704,0.1,821,10,0.2144,0.0058,0.1681,0.05,0.05,0.0025,129.6,0.036,90,18,6,2
