"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Temp. ambiente","Acidez total","Dureza de calcio","Sólidos totales","Nitrógeno total","fecha","año","mes","est"
18,7.8,4.29,1194,7.1,256.77,39.39,154.13,0.42,0.1,0.047,5.87,7.8,24.85,0.63,6,23.944,9.56,1.53,14,365,0.1,0.16,0.815,0.0025,0.072,0.0005,0.05,0.05,1.332,0.439,0.0005,0.1,0.0025,58.4,0.025,11000,11000,29,10.15,96.08,379,7.95,2023-02-13,"2023","2","RZ-03"
19,7.5,1.98,2339,18,460.88,136.57,302.22,0.63,0.32,0.01,5.38,11.67,10,0.99,310.8,550.873,20.34,3.94,50,966,0.2,2.74,0.66,0.0025,0.124,0.0005,0.05,0.05,2.464,1.159,0.0005,0.1,0.0098,117.2,0.02,46000,24000,32,21.18,182.11,1016,11.99,2023-02-13,"2023","2","RZ-02"
20,8.1,3.98,1003,28,356.57,68.24,227.2,1.31,0.1,0.022,0.79,2.9,100.05,0.15,3.47,36.422,13.18,0.6,20,632,0.1,3.68,2.71,0.0079,0.156,0.0005,0.05,0.05,1.493,0.05,0.0005,0.1,0.0025,122.2,0.02,4600,4600,22,2.27,130.29,652,2.92,2023-02-09,"2023","2","RL-01"
16,7.8,5.4,523,1.2,153.97,30.26,106.78,0.34,6.61,0.016,1.21,2.48,39.04,0.17,3.9,5,6.03,1.61,11,334,0.1,0.1,0.104,0.0025,0.039,0.0005,0.05,0.05,0.12,0.05,0.0005,0.1,0.0025,53.8,0.02,460,240,26,4.33,72.16,345,9.11,2023-03-06,"2023","3","RZ-05"
18,8.1,7.37,469,3.4,170.25,22.44,128.75,0.38,4.97,0.063,0.79,2.3,27.06,0.11,3.3,5,6.75,1.27,12,296,0.1,0.18,0.207,0.0025,0.036,0.0005,0.05,0.05,0.26,0.05,0.0005,0.1,0.0025,37.5,0.02,4600,2400,29,19.8,76.38,308,7.33,2023-03-06,"2023","3","RZ-04"
25,7.8,0.81,1236,14,463.89,107.09,249.83,0.71,0.13,0.01,1.39,5.69,19.42,0.25,25.9,144.261,8.77,1,25,760,0.1,4.62,0.384,0.0055,0.117,0.0005,0.05,0.05,0.876,0.563,0.0005,0.1,0.0025,140.5,0.02,46000,46000,32,8.47,120.2,785,5.82,2023-03-06,"2023","3","RZ-02"
23,7.8,3.57,1062,19,367.6,67.51,231.1,1,0.1,0.018,1.27,2.78,111.34,0.1,5.6,29.324,6.26,0.7,13,652,0.1,0.1,2.47,0.02,0.178,0.0005,0.05,0.05,1.231,0.073,0.0005,0.1,0.0025,123,0.02,150,9,26,11.62,132.66,665,2.8,2023-03-06,"2023","3","RL-01"
18,7.8,5.37,532,1.75,149.1,36.69,110.74,0.33,7.56,0.309,2.64,3.24,38.62,0.1,2.6,24.83,5.49,0.96,7,378,0.1,0.1,0.148,0.0025,0.148,0.0005,0.05,0.05,0.122,0.05,0.0005,0.1,0.0088,60.6,0.02,2400,2400,31,6.46,72.4,378,11.11,2023-04-17,"2023","4","RZ-05"
19,8.2,7.21,901,3.8,190.82,21.62,168.82,0.67,3.75,0.041,1.26,1.44,28.09,0.1,2.2,16.755,8.62,1.06,7,321,0.1,0.3,0.227,0.0025,0.0302,0.0005,0.05,0.05,0.207,0.05,0.0005,0.1,0.0025,38.5,0.02,2400,2400,34,5.69,74.6,321,5.23,2023-04-17,"2023","4","RZ-04"
22,7.7,2.26,747,5.7,280.37,56.31,170.82,0.49,0.1,0.029,7.31,9.83,24.62,0.22,3.1,28.525,9.71,1.31,9,441,0.1,0.66,0.15,0.0025,0.075,0.0005,0.05,0.05,0.925,0.49,0.0005,0.1,0.0033,74.5,0.02,460,460,34,9.86,101,450,9.86,2023-04-17,"2023","4","RZ-03"
24,7.7,4.02,1214,4.7,471,88.79,254.93,0.91,0.1,0.011,0.78,4.31,52.22,0.17,10.8,74.023,9.48,1.18,14,785,0.1,2.08,0.182,0.0025,0.183,0.0005,0.05,0.05,0.321,0.258,0.0005,0.1,0.0132,152.9,0.02,4600,4600,34,8.87,122,799,4.32,2023-04-17,"2023","4","RZ-02"
23,7.8,3.35,1090,3.6,394.57,71.72,248.72,0.99,0.1,0.013,0.5,3.06,94.75,0.1,2.1,46.289,8.04,0.61,7,706,0.1,2.66,0.25,0.0147,0.171,0.0005,0.05,0.05,0.146,0.123,0.0005,0.1,0.006,130.2,0.02,4600,2400,28,6.13,85.8,713,3.07,2023-04-18,"2023","4","RL-01"
24,8.9,5.67,1058,90,401.6,72.84,238.31,0.97,0.1,0.01,0.5,3,100.82,0.1,4.4,66.44,5.39,0.88,111,732,0.1,2.18,10.2,0.0025,0.0193,0.0005,0.05,0.05,5.056,0.096,0.0005,0.1,0.0043,135.4,0.02,11000,11000,37,2,79.2,843,3,2023-04-18,"2023","4","CS-01"
17,7.6,4.13,524,2.1,163.92,33.46,112.15,0.36,6.57,0.87,2.4,4.19,39.96,0.27,6.3,13.325,13.95,2.2,7,364,0.1,0.1,0.22,0.0025,0.054,0.0005,0.05,0.05,0.211,0.05,0.0005,0.1,0.0082,61.2,0.032,1100,1100,24,5.26,73.8,371,11.63,2023-05-04,"2023","5","RZ-05"
17,8.2,7.19,448,3.5,164.43,25.73,119.35,0.43,3.33,0.046,0.5,2.22,30.47,0.18,3.8,9.29,13.52,1.01,7,305,0.1,0.1,0.357,0.0025,0.032,0.0005,0.05,0.05,0.326,0.05,0.0005,0.1,0.0069,43,0.02,430,230,25,3.94,74.8,305,5.6,2023-05-04,"2023","5","RZ-04"
24,7.6,1.88,1681,7.6,618.46,215.45,296.78,2.04,0.1,0.01,4.97,11.56,10,0.58,140.5,275.63,11.44,1.18,10,1146,0.1,0.85,0.27,0.0025,0.099,0.00107,0.05,0.05,0.877,0.645,0.0005,0.1,0.018,238.6,0.024,1100000,1100000,30,25.84,182.2,1156,11.56,2023-05-04,"2023","5","RZ-02"
27,7.6,7.2,1135,75,416.16,79.25,233.3,1.28,0.1,0.024,5.81,10.39,101.14,0.43,123.1,228.791,15.54,0.82,125.37,699.63,0.1,1.96,5.2,0.0025,0.153,0.0005,0.05,0.05,3.074,0.114,0.0005,0.1,0.0233,127.2,0.031,4600000,4600000,29,22.78,131.2,825,10.41,2023-05-04,"2023","5","CS-01"
19,7.8,5.05,515,2.1,152.01,31.02,106.6,0.42,6.83,0.164,0.91,1.75,44.65,0.1,3.5,15.387,5.95,1.87,7,354,0.1,0.2,0.152,0.0025,0.034,0.0005,0.05,0.05,0.186,0.05,0.0005,0.1,0.0066,57.3,0.033,150000,150000,30,2.56,80.99,354,8.74,2023-06-06,"2023","6","RZ-05"
19,8.2,6.78,431,6,157.56,20.99,119.26,0.54,4.39,0.025,0.73,1.51,26.55,0.1,3.8,9.097,5.14,1.17,9,320,0.1,0.28,0.0605,0.0025,0.0318,0.0005,0.05,0.05,0.507,0.05,0.0005,0.1,0.0064,38.1,0.02,15000,15000,33,2.34,76.09,329,5.93,2023-06-06,"2023","6","RZ-04"
19,7.7,4.82,612,3,129.79,19.62,114.57,0.33,4.39,0.058,0.5,1.45,25.88,0.1,3.7,11.583,5.14,1.16,7,260,0.1,0.1,0.7,0.0025,0.0334,0.0005,0.05,0.05,0.591,0.05,0.0005,0.1,0.0052,44.9,0.02,46000,46000,32,2.13,62.22,267,5.9,2023-06-06,"2023","6","RZ-02"
27,8.9,5.64,1269,,394.57,77.1,243.3,1.41,0.1,0.016,3.48,4.01,137.93,0.23,7.4,136.606,5.47,0.5,160.78,770.22,0.1,0.36,11.3,0.0025,0.216,0.00133,0.05,0.05,7.337,0.154,0.0005,0.1,0.0244,141.9,0.02,240000,240000,36,2,136.48,931,4.03,2023-06-15,"2023","6","CS-01"
22,7.6,4.37,701,,127.99,22.47,101.77,0.56,2.83,1.73,1.38,1.44,50.78,0.23,9,29.543,5.14,1,27,297,0.1,0.1,3.74,0.0025,0.069,0.0005,0.05,0.05,2.637,0.186,0.0005,0.1,0.005,33.3,0.028,46000,46000,35,5.59,78.13,324,6,2023-07-06,"2023","7","RZ-05"
21,7.8,6.66,274,,150.22,11.28,88.1,0.43,2.62,0.695,0.5,2.1,32.99,0.1,8.8,52.216,8.04,1.04,251.16,462.84,0.2,0.1,24.4,0.0025,0.115,0.00095,0.05,0.05,18.622,0.474,0.0005,0.1,0.0161,12.5,0.062,460000,460000,31,5.35,56.71,714,5.42,2023-07-06,"2023","7","RZ-04"
23,7.5,3.44,657,,121.7,18.18,101.56,0.36,2.51,1.09,0.54,1.86,34.28,0.18,7.7,22.459,7.97,0.76,112,401,0.1,0.1,20.45,0.0025,0.084,0.00091,0.05,0.05,17.76,0.276,0.0005,0.1,0.0132,20.7,0.05,110000,110000,33,5.83,61.2,513,5.46,2023-07-06,"2023","7","RZ-03"
26,8.2,6.35,1217,,389.05,83.47,236.37,1.4,0.1,0.067,0.5,2.22,117.38,0.1,7.2,66.87,5.14,1.2,138.33,745.67,0.1,0.34,12.2,0.0308,0.181,0.00358,0.05,0.05,6.854,0.172,0.0005,0.1,0.0217,148.1,0.052,460000,460000,31,2,134.64,884,2.29,2023-07-06,"2023","7","CS-01"
21,7.7,4.77,480,13,114.14,20.54,104.34,0.38,6.23,0.567,0.5,1.87,34.71,0.11,3.6,17.184,5.14,0.7,14,270,0.1,0.1,1.085,0.0025,0.051,0.0005,0.05,0.05,0.893,0.081,0.0005,0.1,0.0039,32.8,0.02,460000,460000,30,5.33,66.66,284,8.67,2023-08-03,"2023","8","RZ-05"
21,8,6.5,380,,125.56,17.09,109.99,0.57,5.25,0.301,0.5,1.09,34.83,0.1,5,20.822,5.14,0.82,75,267,0.1,0.1,5.9,0.0025,0.061,0.0005,0.05,0.05,3.679,0.178,0.0005,0.1,0.004,21.4,0.052,46000,46000,31,3.72,62.22,342,6.64,2023-08-03,"2023","8","RZ-04"
24,7.6,2.99,388,,137.5,16.75,111,0.54,2.72,1.51,1.57,3.21,37.64,0.17,7.1,39.475,5.14,0.92,456.41,243.59,0.1,0.1,27.9,0.0033,0.164,0.00063,0.05,0.05,14.391,0.499,0.0005,0.1,0.0138,21.3,0.062,1100000,1100000,32,7.54,72.72,700,7.44,2023-08-03,"2023","8","RZ-03"
27,8.7,4.47,1116,,360.78,76.59,219.98,1.19,0.1,0.059,0.5,0.85,106.35,0.14,6.1,56.214,13.64,1,127.69,681.31,0.1,0.1,8.72,0.0296,0.151,0.00142,0.05,0.05,4.2,0.129,0.0005,0.1,0.0183,135.8,0.026,4600000,4600000,33,2,107.46,809,0.91,2023-08-03,"2023","8","CS-01"
20,7.6,6.74,286,,82.92,11.07,84.52,0.32,2.47,0.221,0.5,1.29,27.87,0.1,5.1,19.51,9.9,0.5,42,238,0.1,0.1,7.28,0.0025,0.09,0.0005,0.05,0.05,6.116,0.108,0.0005,0.1,0.006,12.5,0.02,110000,110000,30,5.57,50.35,280,3.98,2023-09-08,"2023","9","RZ-05"
20,7.8,7.34,210,,74.24,7.58,71.8,0.38,2.32,0.342,0.5,1.9,10.84,0.1,5.2,32.639,,0.47,138.46,287.54,0.1,0.1,,0.0025,0.101,0.0005,0.05,0.05,,,0.0005,0.1,,10,0.031,,4600000,31,6.09,39.4,426,4.56,2023-09-08,"2023","9","RZ-04"
21,7.5,5.92,217,,75.85,7.48,80.15,0.42,,,0.5,2.24,,0.1,6.3,34.037,,0.63,,346.56,,0.1,,0.0044,,0.0005,0.05,0.05,,0.565,0.0005,0.1,,10,0.048,460000,460000,32,6.83,44.18,,4.84,2023-09-08,"2023","9","RZ-03"
21,7.1,2.46,209,,92.92,9.37,95.46,0.56,1.87,0.997,0.5,3.7,13.99,0.1,6.8,71.464,,1.25,,271.33,,0.25,,0.0052,0.308,0.0005,0.05,0.065,,0.96,0.0005,0.1,,10,0.096,460000,460000,33,7.98,56.52,,6.57,2023-09-08,"2023","9","RZ-02"
25,7.4,2.9,621,,164.13,35.99,129.27,0.98,4.88,3.02,2.3,3.75,94.74,0.1,14.4,33.03,8.52,1.64,97,513,0.1,0.1,14.15,0.0025,0.127,0.0005,0.05,0.05,8.39,0.177,0.0005,0.1,,72.9,0.027,46000,46000,27,7.88,86.56,610,11.65,2023-09-11,"2023","9","RL-02"
25,7.2,2.54,396,50,129.48,18.45,99.84,0.51,0.95,1.275,0.79,1.51,43.64,0.1,6,15.321,5.43,1.02,,289,0.1,0.1,4.88,0.0025,0.082,0.0005,0.05,0.05,2.843,0.111,0.0005,0.1,0.0045,37.9,0.02,24000,24000,28,6.51,60.3,336,3.74,2023-09-11,"2023","9","RL-01"
25,7.2,3.45,345,,135.54,17.34,98.05,0.75,0.1,1.325,2.06,3.27,35.19,0.13,6.6,35.047,,0.87,,330.78,0.1,0.1,,0.0025,0.138,0.0005,0.05,0.05,,,0.0005,0.1,0.0153,,0.025,460000,240000,32,8.51,60.5,603,4.6,2023-09-11,"2023","9","CS-01"
20,7.8,6.2,265,,93.48,15.89,79.31,0.33,2.39,0.208,0.6,2.12,28.31,0.1,3.7,28.728,5.95,0.76,,317.78,0.1,0.1,,0.0025,0.157,0.0005,0.05,0.05,22.959,0.295,0.0005,0.1,,13,0.026,110000,110000,28,,47.76,640,4.72,2023-10-05,"2023","10","RZ-05"
19,7.6,6.51,143,,90.41,12.15,69.21,0.31,1.53,0.906,0.5,,12.87,0.1,6.5,32.938,,0.67,,272.64,0.1,,,0.0025,0.114,0.0005,0.05,0.05,,,0.0005,0.1,0.0078,10,0.024,460000,460000,29,6.9,43.78,509,5.1,2023-10-05,"2023","10","RZ-04"
21,7.3,4.96,241,,88.15,9.2,82.34,0.36,1.97,0.3,0.67,3.51,10,0.1,10.4,50.921,5.49,0.82,,225.46,,0.1,,0.0025,,0.0005,0.05,0.05,,0.554,0.0005,0.1,,10,0.047,1100000,1100000,29,8.03,47.96,,5.78,2023-10-05,"2023","10","RZ-03"
26,7.3,1.72,1028,3.2,379.01,69.08,134.24,0.68,0.1,0.01,12.4,15.42,53.84,1.85,44.6,100.625,10.52,3.4,22,590,0.1,3.99,0.86,0.0025,0.098,0.0005,0.05,0.05,0.539,0.264,0.0005,0.1,,134.9,0.02,4600000,4600000,25,21.22,99.3,612,15.42,2023-10-04,"2023","10","RL-02"
24,7.1,2.37,475,13,161.95,23.84,102.42,0.65,0.1,0.02,1.69,2.48,59.72,0.1,4.9,15.353,6.89,1.51,16,317,0.1,0.42,1.115,0.0025,0.084,0.0005,0.05,0.05,0.866,0.243,0.0005,0.1,0.0057,49.5,0.02,46000,46000,27,15.97,65.07,333,2.5,2023-10-04,"2023","10","RL-01"
27,8.4,3.78,1092,,356.42,75.83,198.68,1.17,0.1,0.038,0.97,4.17,112.11,0.1,8.7,50.338,8.09,0.8,152,675,0.1,0.1,,0.0025,0.167,0.00116,0.05,0.05,,0.131,0.0005,0.1,,141.6,0.02,4600000,,30,2,99.7,,4.21,2023-10-04,"2023","10","CS-01"
18,7.9,6.49,889,5.2,124.92,27.39,103.48,0.38,,0.81,0.72,2.46,32.66,0.1,2.4,16.352,,1.26,15,268,0.1,0.1,0.58,0.0025,0.054,0.0005,0.05,0.05,0.615,0.05,0.0005,0.1,0.0032,44.8,0.02,24000,24000,23,3.52,66,283,,2023-11-09,"2023","11","RZ-05"
19,8.2,7.44,378,15,123.72,16.49,102.07,0.31,3.71,0.14,0.9,,19.42,0.1,5.1,27.492,,0.59,29,225,0.1,0.1,1.34,0.0025,0.051,0.0005,0.05,0.05,1.487,0.05,0.0005,0.1,0.0028,,0.02,24000,24000,33,2,60.4,254,,2023-11-09,"2023","11","RZ-04"
20,7.7,3.79,789,5.8,,17.14,123.73,0.35,1.56,,,3.72,,0.1,3.6,15.476,,0.61,12,260,0.1,0.1,0.65,0.0025,0.05,0.0005,0.05,0.05,0.681,0.05,0.0005,0.1,0.0038,,0.02,43000,43000,30,5.73,69.8,272,7.45,2023-11-09,"2023","11","RZ-03"
22,7.2,1.55,1147,40,232.66,43.89,140.18,0.51,0.1,0.029,1.68,7.91,10,0.3,100.3,152.748,7.57,1.3,32.86,410.14,0.1,0.49,2.085,0.0025,0.083,0.0005,0.05,0.05,2.215,0.298,0.0005,0.1,0.0053,57.9,0.02,460000,240000,33,15.08,84.6,443,8.04,2023-11-09,"2023","11","RZ-02"
23,7.1,3.22,970,30,300.25,72.33,218.39,1.41,2.38,1.89,0.6,3.72,143.74,0.14,5,57.134,5.74,2.43,33,710,0.1,0.1,3.19,0.0025,0.119,0.00083,0.05,0.05,1.642,0.133,0.0005,0.1,,138.7,0.02,460000,460000,30,3.72,131.2,743,7.99,2023-11-13,"2023","11","RL-02"
22,7.4,2.78,771,4.5,214.07,37.84,141.18,0.53,0.65,0.531,0.72,2.04,62.11,0.1,2,7.928,7.9,1.6,7,422,0.1,0.1,0.448,,0.079,0.0005,0.05,0.05,0.271,0.05,0.0005,0.1,0.005,75.3,0.02,24000,24000,28,4.62,84.4,422,3.22,2023-11-13,"2023","11","RL-01"
26,8,6.25,1321,110,367.21,81.17,211.57,1.24,0.1,0.027,0.76,0.9,100.35,0.1,7.3,65.709,6.16,0.94,110.64,716.36,0.1,0.1,7.62,,0.17,0.00085,0.05,0.05,4.791,0.118,0.0005,0.1,0.0175,146.4,0.02,240000,4600000,30,2,94.4,827,0.93,2023-11-13,"2023","11","CS-01"
18,7.1,4.84,494,,87.65,12.56,89.13,,2.55,0.559,0.61,5.48,29.44,0.27,,,,1.84,,253,2.4,0.1,,0.0025,,0.0005,0.054,0.05,,1.491,0.0005,0.1,,10,0.16,,,16,7.46,53.13,,,2023-12-07,"2023","12","RZ-05"
18,7.5,5.13,511,,88.68,12.22,86.49,0.55,2.74,0.625,0.56,,27.84,,,,,1.37,,240.18,,0.1,,0.0025,,0.0005,0.05,0.05,,,0.0005,0.1,,11.4,,,,17,7.26,64.64,,,2023-12-07,"2023","12","RZ-04"
16,7.4,4.17,468,,106.09,10.99,109.99,0.43,,,0.5,2.63,,,8.9,35.657,5.4,0.77,461.29,224.71,,0.1,,0.0025,,0.0005,0.05,0.05,,0.633,0.0005,0.1,0.0076,11.7,0.07,460000,460000,17,7.56,69.08,,6.49,2023-12-07,"2023","12","RZ-03"
19,8,4.72,983,11,,71.79,193.44,1.41,1.44,1.864,1.12,3.35,136.7,0.14,5.5,39.758,6.65,2.66,17,664,0.1,0.1,3.34,0.0025,0.098,0.00077,0.05,0.05,0.506,0.153,0.0005,0.1,0.0123,140.5,0.02,460000,460000,23,9.45,126.25,681,6.65,2023-12-06,"2023","12","RL-02"
19,7,1.85,487,3.9,197.86,28.09,116.27,0.48,0.1,0.029,1.01,2.51,64.86,,2,5,15.67,1.12,7,340,0.1,0.1,1.08,0.0026,0.071,0.0005,0.05,0.05,0.326,0.158,0.0005,0.1,0.0071,63.6,0.02,46000,46000,26,307.75,67.87,340,2.54,2023-12-06,"2023","12","RL-01"
19,8.9,5.45,1000,60,355.67,78.05,206.41,1.2,0.1,0.045,0.56,1.79,107.8,0.1,5,37.123,,0.98,84.62,684.38,0.1,0.1,,,0.162,0.00112,0.05,0.05,4.205,0.106,0.0005,0.1,0.0198,149.7,0.024,1100000,460000,27,2,98.17,769,1.84,2023-12-06,"2023","12","CS-01"
15,7.6,4.74,481,3.3,147.94,24.69,108.02,0.52,0.96,0.18,2.37,5.34,42.93,0.12,6.8,33.659,20.04,1.19,8,294,0.1,0.1,0.1302,0.0025,0.044,0.0005,0.073,0.05,0.299,0.05,0.0008,0.1,0.0025,42.9,0.02,240000,240000,22,5.94,63.5,302,6.48,2024-01-24,"2024","1","RZ-05"
15,8,5.89,450,3.45,136.68,21.29,115.09,0.29,0.98,0.12,0.5,1.66,40.05,0.11,5.2,23.325,12.11,0.8,11,273,0.1,0.1,0.2415,0.0025,0.0391,0.0005,0.05,0.05,0.358,0.05,0.0005,0.1,0.0025,34.1,0.02,4600,4600,25,5.45,59,284,2.76,2024-01-24,"2024","1","RZ-04"
17,7.7,3.75,538,2.5,180.3,29.76,153.39,0.93,0.98,0.177,1.48,3.32,29.27,0.14,4,29.828,15.45,0.9,12,309,0.1,0.1,0.1465,0.0025,0.0431,0.0005,0.05,0.05,0.423,0.121,0.0005,0.1,0.0027,43.6,0.02,1100,460,28,4.95,76.24,321,4.48,2024-01-24,"2024","1","RZ-03"
18,7.6,1.51,945,26,333.17,78.69,179.9,0.83,0.1,0.062,4.57,8.19,23.5,0.53,54.9,189.712,23.5,0.5,21,546,0.1,1.49,0.3805,0.0025,0.0614,0.0005,0.05,0.05,0.678,0.261,0.0005,0.1,0.0046,101.7,0.02,1100000,1100000,30,12.87,73.89,567,8.25,2024-01-24,"2024","1","RZ-02"
19,7.6,0.86,1011,18,339.68,59.97,211.91,1.47,0.1,0.029,2.37,5.4,110,0.2,7.4,55.39,11.94,4.03,27.59,649.41,0.1,1.66,1.8121,0.0164,0.1255,0.00078,0.05,0.05,1.222,0.522,0.0005,0.1,0.0213,136,0.052,1100000,460000,25,18.81,108,677,5.43,2024-01-18,"2024","1","RL-02"
19,7.3,2.74,602,5.6,220.6,35.63,137.09,0.73,0.1,0.014,0.5,2.2,62.98,0.1,2.4,26.257,19.89,1.81,7,399,0.1,0.1,0.4499,0.0072,0.0751,0.0005,0.05,0.05,0.492,0.298,0.0005,0.1,0.0122,75.4,0.021,110000,46000,25,13.07,63.5,399,2.21,2024-01-18,"2024","1","RL-01"
20,9,5.76,1111,40,379.26,78.5,216.24,1.21,0.1,0.054,0.5,2.43,129.86,0.1,4,58.379,24.16,0.86,60.71,738.29,0.1,0.1,5.1885,0.031,0.1691,0.00071,0.5,0.5,3.3,0.315,0.0005,0.1,0.0258,151.3,0.02,460000,240000,27,2,86.63,799,2.48,2024-01-18,"2024","1","CS-01"
17,7.5,3.82,493,1.35,154.23,29.45,109.88,0.61,6.71,0.15,0.5,2.22,50.68,0.1,3.7,17.618,23.68,0.3,7,348,0.1,0.62,0.095,0.0025,0.0349,0.0005,0.05,0.05,0.131,0.05,0.0005,0.1,0.0025,57.6,0.028,1500,930,34,2,67.2,348,9.08,2024-03-13,"2024","3","RZ-05"
18,7.7,6.62,452,2.5,158.57,25,123.49,0.51,4.74,0.041,0.5,1.98,42.01,0.1,16.2,25.495,12.43,0.3,7,297,0.1,0.2,0.134,0.0025,0.0356,0.0005,0.05,0.05,0.17,0.05,0.0005,0.1,0.0025,39.6,0.02,1500,1500,33,2,70,297,6.76,2024-03-13,"2024","3","RZ-04"
,,,,,,,,,,,,,,,5.1,28.8,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,2024-03-13,"2024","3","RZ-03"
,,,,,,,,,,,,,,,22.8,36.8,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,2024-03-13,"2024","3","RZ-02"
21,9,6.13,1148,150,404.5,93.29,236.36,2.07,0.1,0.013,0.5,4.76,78.15,0.11,4.8,97.88,11.85,0.83,197.56,818.44,0.1,0.1,12.808,0.0057,0.2194,0.00155,0.5,0.5,8.7,0.193,0.0005,0.1,0.0231,156.4,0.041,460000,460000,26,2,117.6,1016,4.77,2024-03-11,"2024","3","CS-01"
15,7.5,4.74,484,1.05,153.32,28.42,108.58,0.26,3.78,0.844,2.22,4.76,51.35,0.15,5.4,23.861,14.34,1.54,7,335,0.1,0.1,0.0884,0.0047,0.0383,0.0005,0.05,0.05,0.166,0.05,0.0005,0.1,0.0046,47.7,0.02,4600,2400,27,8.18,59.86,335,9.38,2024-02-21,"2024","2","RZ-05"
15,7.7,7.82,346,60,134.33,15.07,119.3,0.65,2.82,0.146,0.5,1.98,4.95,0.1,3.4,14.019,18.08,0.7,66,259,0.1,0.18,4.562,0.0031,0.0534,0.0005,0.05,0.05,4.291,0.092,0.0005,0.1,0.0046,20.1,0.02,4600,2400,29,2.27,60.45,325,4.95,2024-02-21,"2024","2","RZ-04"
18,7.6,3.34,581,15,223.41,38.45,145.03,0.6,0.1,0.019,4.32,6.79,35.94,0.91,7.2,41.882,21.49,1.78,19,371,0.1,0.1,1.0673,0.0029,0.0813,0.0005,0.05,0.05,1.959,0.636,0.0005,0.1,0.0076,53.3,0.02,110000,110000,31,6.9,77.8,390,6.81,2024-02-21,"2024","2","RZ-03"
,,,,,,,,,,,,,,,27.2,40.5,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,2024-02-21,"2024","2","RZ-02"
17,7.1,4.92,534,3.45,130.09,14.14,84.8,0.66,0.1,0.019,0.5,2.04,23.18,0.1,3.7,17.024,19.93,0.3,7,236,0.1,0.1,0.3691,0.0031,0.0463,0.0005,0.05,0.05,0.232,0.05,0.0005,0.1,0.0028,28.3,0.02,46000,24000,26,9.55,39.97,243,2.06,2024-02-21,"2024","2","RL-01"
20,8.9,6.8,1165,80,381.27,84.68,232.95,1.22,0.1,0.028,0.5,1.79,114.46,0.11,19.2,77.377,23.55,1.61,87.5,784.5,0.1,0.1,6.946,0.0049,0.1756,0.00101,0.5,0.5,1.876,0.079,0.0005,0.1,0.0234,151.3,0.02,460000,460000,32,2,100.03,872,1.82,2024-02-21,"2024","2","CS-01"
19,7.5,6,538,1.9,168.49,36.12,108.12,1.39,7.79,0.392,3.27,7.78,34.35,0.27,4.4,24.636,20.54,3.83,7,352,0.1,0.1,0.1287,0.0025,0.0313,0.0005,0.05,0.05,0.184,0.05,0.0016,0.1,0.0055,57.7,0.02,4600,2400,30,6.94,74.84,359,15.96,2024-04-22,"2024","4","RZ-05"
21,8.1,6.38,452,4.6,169.71,26.17,120.59,0.59,5.37,0.043,0.5,3.39,26.04,0.2,3,21.603,18.72,2.14,10,308,0.1,0.1,0.3143,0.0025,0.0311,0.0005,0.05,0.05,0.346,0.05,0.0005,0.1,0.0041,41.2,0.02,4600,2400,36,3.16,76.43,318,8.8,2024-04-22,"2024","4","RZ-04"
,,,,,,,,,,,,,,,2.8,21.1,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,2024-04-22,"2024","4","RZ-03"
,,,,,,,,,,,,,,,13.1,38.7,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,2024-04-22,"2024","4","RZ-02"
26,8.7,4.38,1209,140,444.94,97.47,236.63,1.8,0.1,0.014,0.5,5.62,147.1,0.12,24,87.351,19.67,0.97,281.82,821.18,0.1,0.1,7.0117,0.0395,0.2456,0.00258,0.05,0.05,10.63,0.164,0.0005,0.1,0.0296,172.6,0.02,240000,240000,32,2,132.66,1103,5.63,2024-04-22,"2024","4","CS-01"
